published_date,year,language,title,content_status,content_type,primary_category,all_categories,word_count,excerpt,url
2023-10-22,2023,Dutch,(Ελληνικά) 🌟 Νέες Δράσεις ξεκινούν στο Ελληνικό Σπίτι μας! 🌟,placeholder_only,Course / class,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ; Μαθήματα μουσικής & μουσικών οργάνων,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2023/10/22/%f0%9f%8c%9f-%ce%bd%ce%ad%ce%b5%cf%82-%ce%b4%cf%81%ce%ac%cf%83%ce%b5%ce%b9%cf%82-%ce%be%ce%b5%ce%ba%ce%b9%ce%bd%ce%bf%cf%8d%ce%bd-%cf%83%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%cf%8c/
2023-10-22,2023,Greek,🌟 Νέες Δράσεις ξεκινούν στο Ελληνικό Σπίτι μας! 🌟,full_text,Course / class,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ; Μαθήματα μουσικής & μουσικών οργάνων,160,Είμαστε περήφανοι να σας παρουσιάσουμε τις νέες δράσεις που ξεκινούν: Χορωδιακό Εργαστήρι: Δώστε τραγούδι στην ψυχή σας! https://forms.gle/fxtPFBD1jZhfyG1h8 Bootcamp Γυμναστικής (Εβδομαδιαία): Τονώστε το σώμα και το μυαλό σας! https://forms.gle/XUjKPThJiTswjTkF7 Μαθήματα Προγραμματισμού Python : Κάντε τα πρώτα σας βήματα στον κόσμο του coding! https://forms.gle/zRcenFmJtGLc5FCu5 Ομάδα αυτοφροντίδας γονέων: ...,https://vvgn.eu/el/2023/10/22/%F0%9F%8C%9F-%CE%BD%CE%AD%CE%B5%CF%82-%CE%B4%CF%81%CE%AC%CF%83%CE%B5%CE%B9%CF%82-%CE%BE%CE%B5%CE%BA%CE%B9%CE%BD%CE%BF%CF%8D%CE%BD-%CF%83%CF%84%CE%BF-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C/
2023-11-05,2023,Dutch,(Ελληνικά) 1ο workshop Μαγειρικής στο Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Workshop,Workshops Μαγειρικής,Workshops Μαγειρικής,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2023/11/05/1%ce%bf-workshop-%ce%bc%ce%b1%ce%b3%ce%b5%ce%b9%cf%81%ce%b9%ce%ba%ce%ae%cf%82-%cf%83%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%cf%8c-%cf%83%cf%80%ce%af%cf%84%ce%b9-%cf%83%cf%84%ce%bf/
2023-11-05,2023,Greek,1ο workshop Μαγειρικής στο Ελληνικό Σπίτι στο Ρότερνταμ,full_text,Workshop,Workshops Μαγειρικής,Workshops Μαγειρικής,170,"📣Αγαπητά μας μέλη και & φίλοι και φίλες του Ελληνικού Σπιτιού στο Ρότερνταμ, 📅Σας προσκαλούμε την Κυριακή 26 Νοεμβρίου στο 1ο workshop Μαγειρικής του Ελληνικού Σπιτιού. Σε αυτό το workshop γνωριμίας θα μάθουμε να ζυμώνουμε χωριάτικο ψωμί και ζύμη κουρού για την παρασκευή διαφόρων αρτοσκευασμάτων (τυροπιτάκια, ...",https://vvgn.eu/el/2023/11/05/1%CE%BF-workshop-%CE%BC%CE%B1%CE%B3%CE%B5%CE%B9%CF%81%CE%B9%CE%BA%CE%AE%CF%82-%CF%83%CF%84%CE%BF-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C-%CF%83%CF%80%CE%AF%CF%84%CE%B9-%CF%83%CF%84%CE%BF/
2023-11-09,2023,Dutch,(Ελληνικά) Η συμμετοχή μας στο GreekHubFest στις 26 Νοεμβρίου 2023,placeholder_only,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2023/11/09/%ce%b7-%cf%83%cf%85%ce%bc%ce%bc%ce%b5%cf%84%ce%bf%cf%87%ce%ae-%ce%bc%ce%b1%cf%82-%cf%83%cf%84%ce%bf-greekhubfest-%cf%83%cf%84%ce%b9%cf%82-26-%ce%bd%ce%bf%ce%b5%ce%bc%ce%b2%cf%81%ce%af%ce%bf%cf%85-2023/
2023-11-09,2023,Greek,Η συμμετοχή μας στο GreekHubFest στις 26 Νοεμβρίου 2023,full_text,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Εορταστικές εκδηλώσεις,161,"Γεμάτοι χαρά και ανυπομονησία, θέλουμε να σας ενημερώσουμε για τη συμμετοχή μας στο Greekhubfest – Γνώση, εμπειρία, διάδραση: Η Ελλάδα λάμπει στην Ευρώπη ! Την Κυριακή 26/11 και ώρα 18:00, εθελοντές και τα μέλη του Het Griekse Huis in Rotterdam θα μιλήσουμε ζωντανά για την ιστορία ...",https://vvgn.eu/el/2023/11/09/%CE%B7-%CF%83%CF%85%CE%BC%CE%BC%CE%B5%CF%84%CE%BF%CF%87%CE%AE-%CE%BC%CE%B1%CF%82-%CF%83%CF%84%CE%BF-greekhubfest-%CF%83%CF%84%CE%B9%CF%82-26-%CE%BD%CE%BF%CE%B5%CE%BC%CE%B2%CF%81%CE%AF%CE%BF%CF%85-2023/
2023-11-13,2023,Dutch,(Ελληνικά) 1o Book club / Λέσχη Ανάγνωσης 2023-2024,placeholder_only,Cultural program activity,Book Club / Λέσχη Ανάγνωσης,Book Club / Λέσχη Ανάγνωσης,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2023/11/13/1o-book-club-%ce%bb%ce%ad%cf%83%cf%87%ce%b7-%ce%b1%ce%bd%ce%ac%ce%b3%ce%bd%cf%89%cf%83%ce%b7%cf%82-2023-2024/
2023-11-13,2023,Greek,1o Book club / Λέσχη Ανάγνωσης 2023-2024,full_text,Cultural program activity,Book Club / Λέσχη Ανάγνωσης,Book Club / Λέσχη Ανάγνωσης,136,"Με χαρά και ανυπομονησία σας ανακοινώνουμε την επανεκκίνηση του Book Club του Ελληνικού Σπιτιού στο Ρότερνταμ!! Αν ένα συνηθισμένο απόγευμα σας βρίσκει με τις μούρες σας χωμένες σε ένα βιβλίο. Αν αγαπάτε το διάβασμα, σας αρέσει να γνωρίζετε νέες απόψεις και να βλέπετε το νόμισμα και ...",https://vvgn.eu/el/2023/11/13/1o-book-club-%ce%bb%ce%ad%cf%83%cf%87%ce%b7-%ce%b1%ce%bd%ce%ac%ce%b3%ce%bd%cf%89%cf%83%ce%b7%cf%82-2023-2024/
2023-12-07,2023,Dutch,(Ελληνικά) Workshop Μαγειρικής: Νοέμβριος 2023 – Μάιος 2024,placeholder_only,Workshop,Workshops Μαγειρικής,Workshops Μαγειρικής,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2023/12/07/workshop-%ce%bc%ce%b1%ce%b3%ce%b5%ce%b9%cf%81%ce%b9%ce%ba%ce%ae%cf%82-%ce%bd%ce%bf%ce%ad%ce%bc%ce%b2%cf%81%ce%b9%ce%bf%cf%82-2023-%ce%bc%ce%ac%ce%b9%ce%bf%cf%82-2024/
2023-12-07,2023,Greek,Workshop Μαγειρικής: Νοέμβριος 2023 – Μάιος 2024,full_text,Workshop,Workshops Μαγειρικής,Workshops Μαγειρικής,205,"📣Αγαπητά μας μέλη και & φίλοι και φίλες του Ελληνικού Σπιτιού στο Ρότερνταμ, 📅Σας προσκαλούμε κάθε 3η Κυριακή του μήνα (δείτε παρακάτω τις αναγραφόμενες ημερομηνίες) στο “Workshop Μαγειρικής” του Ελληνικού Σπιτιού. Σε κάθε workshop θα μαθαίνουμε να παρασκευάζουμε κάτι καινούριο και διαφορετικό από την ελληνική κουζίνα ...",https://vvgn.eu/el/2023/12/07/workshop-%ce%bc%ce%b1%ce%b3%ce%b5%ce%b9%cf%81%ce%b9%ce%ba%ce%ae%cf%82-%ce%bd%ce%bf%ce%ad%ce%bc%ce%b2%cf%81%ce%b9%ce%bf%cf%82-2023-%ce%bc%ce%ac%ce%b9%ce%bf%cf%82-2024/
2024-02-16,2024,Dutch,(Ελληνικά) Νέος κύκλος μαθημάτων ολλανδικής γλώσσας (Άνοιξη – καλοκαίρι 2024),placeholder_only,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2024/02/16/%ce%bd%ce%ad%ce%bf%cf%82-%ce%ba%cf%8d%ce%ba%ce%bb%ce%bf%cf%82-%ce%bc%ce%b1%ce%b8%ce%b7%ce%bc%ce%ac%cf%84%cf%89%ce%bd-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%b9%ce%ba%ce%ae%cf%82-%ce%b3%ce%bb%cf%8e-3/
2024-02-16,2024,Greek,Νέος κύκλος μαθημάτων ολλανδικής γλώσσας (Άνοιξη – καλοκαίρι 2024),full_text,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,146,"Αγαπητά μέλη και φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Ευχόμαστε ολόψυχα να είστε όλοι καλά! Είμαστε στην ευχάριστη θέση να σας ανακοινώσουμε την έναρξη νέων – online – τμημάτων εκμάθησης της ολλανδικής γλώσσας για αρχάριους και προχωρημένους, διάρκειας 17 εβδομάδων. – Στα μαθήματα μπορούν να εγγραφούν ...",https://vvgn.eu/el/2024/02/16/%ce%bd%ce%ad%ce%bf%cf%82-%ce%ba%cf%8d%ce%ba%ce%bb%ce%bf%cf%82-%ce%bc%ce%b1%ce%b8%ce%b7%ce%bc%ce%ac%cf%84%cf%89%ce%bd-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%b9%ce%ba%ce%ae%cf%82-%ce%b3%ce%bb%cf%8e-3/
2024-05-28,2024,Dutch,(Ελληνικά) A Shak3speare’s Night: Πτυχές του έργου του,placeholder_only,Cultural program activity,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2024/05/28/a-shak3speares-night-%cf%80%cf%84%cf%85%cf%87%ce%ad%cf%82-%cf%84%ce%bf%cf%85-%ce%ad%cf%81%ce%b3%ce%bf%cf%85-%cf%84%ce%bf%cf%85/
2024-05-28,2024,Greek,A Shak3speare’s Night: Πτυχές του έργου του,full_text,Cultural program activity,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,105,Η Θεατρική Ομάδα “Παρακμή” του Ελληνικού Σπιτιού στο Ρότερνταμ / Ένωσης Ελλήνων Ολλανδίας μετά την περσινή sold-out “Βραδιά Θεάτρου” παρουσιάζει φέτος μια μοναδική Βραδιά για τον Σαίξπηρ με 3 έργα του να εναλλάσσονται και να συνυπάρχουν σε ένα λυρικό χορό που στόχο έχει την κορύφωση και ...,https://vvgn.eu/el/2024/05/28/a-shak3speares-night-%cf%80%cf%84%cf%85%cf%87%ce%ad%cf%82-%cf%84%ce%bf%cf%85-%ce%ad%cf%81%ce%b3%ce%bf%cf%85-%cf%84%ce%bf%cf%85/
2024-09-08,2024,Dutch,(Ελληνικά) Online μαθήματα ολλανδικής γλώσσας: Φθινόπωρο – Χειμώνας 2024 – 2025,placeholder_only,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2024/09/08/online-%ce%bc%ce%b1%ce%b8%ce%ae%ce%bc%ce%b1%cf%84%ce%b1-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%b9%ce%ba%ce%ae%cf%82-%ce%b3%ce%bb%cf%8e%cf%83%cf%83%ce%b1%cf%82-%cf%86%ce%b8%ce%b9%ce%bd%cf%8c%cf%80/
2024-09-08,2024,Greek,Online μαθήματα ολλανδικής γλώσσας: Φθινόπωρο – Χειμώνας 2024 – 2025,full_text,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,172,"Αγαπητά μέλη και φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Η νέα σχολική – ακαδημαϊκή χρονιά ξεκινά και θέλουμε να σας ευχηθούμε ολόψυχα ένα όμορφο φθινόπωρο και έναν δημιουργικό χειμώνα, με ψυχική και σωματική υγεία! Είμαστε στην ευχάριστη θέση να σας ανακοινώσουμε την έναρξη νέων online τμημάτων ...",https://vvgn.eu/el/2024/09/08/online-%CE%BC%CE%B1%CE%B8%CE%AE%CE%BC%CE%B1%CF%84%CE%B1-%CE%BF%CE%BB%CE%BB%CE%B1%CE%BD%CE%B4%CE%B9%CE%BA%CE%AE%CF%82-%CE%B3%CE%BB%CF%8E%CF%83%CF%83%CE%B1%CF%82-%CF%86%CE%B8%CE%B9%CE%BD%CF%8C%CF%80/
2024-10-10,2024,Dutch,(Ελληνικά) 🚀 OPEN DAG . 26 10 2024 . Ενημέρωση Δράσεων στο Ελληνικό Σπίτι,placeholder_only,Public event promotion,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2024/10/10/%f0%9f%9a%80-open-dag-26-10-2024-%ce%b5%ce%bd%ce%b7%ce%bc%ce%ad%cf%81%cf%89%cf%83%ce%b7-%ce%b4%cf%81%ce%ac%cf%83%ce%b5%cf%89%ce%bd-%cf%83%cf%84%ce%bf-%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba/
2024-10-10,2024,Greek,🚀 OPEN DAG . 26 10 2024 . Ενημέρωση Δράσεων στο Ελληνικό Σπίτι,full_text,Public event promotion,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Εορταστικές εκδηλώσεις,137,"Tο Ελληνικό Σπίτι στο Ρότερνταμ ανοίγει τις πόρτες του για να σας υποδεχτεί και σας καλεί να γνωρίσετε τις δραστηριότητες και δράσεις της νέας χρονιάς! Το Σάββατο 26 Οκτωβρίου σας υποδεχόμαστε και μαζί με τους υπεύθυνους των δράσεων συζητάμε για την δομή, τους στόχους και για ...",https://vvgn.eu/el/2024/10/10/%F0%9F%9A%80-open-dag-26-10-2024-%CE%B5%CE%BD%CE%B7%CE%BC%CE%AD%CF%81%CF%89%CF%83%CE%B7-%CE%B4%CF%81%CE%AC%CF%83%CE%B5%CF%89%CE%BD-%CF%83%CF%84%CE%BF-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA/
